zone_id,ts,temperature_c,humidity_pct,solar_irradiance
3,2025-12-01 16:00:00,36.7,59.5,508.5
4,2025-12-01 16:00:00,37.2,56.1,250.5
1,2025-12-01 17:00:00,33.3,45.6,119.0
2,2025-12-01 17:00:00,35.0,60.1,505.8
3,2025-12-01 17:00:00,32.8,54.5,245.3
4,2025-12-01 17:00:00,21.5,63.0,858.9
1,2025-12-01 18:00:00,39.9,72.6,775.3
2,2025-12-01 18:00:00,37.6,30.0,876.5
3,2025-12-01 18:00:00,31.8,32.6,703.6
4,2025-12-01 18:00:00,19.9,73.0,665.5
1,2025-12-01 19:00:00,20.4,41.8,378.7
2,2025-12-01 19:00:00,23.6,78.2,623.3
3,2025-12-01 19:00:00,25.3,51.2,322.9
4,2025-12-01 19:00:00,38.1,47.2,634.2
1,2025-12-01 20:00:00,21.0,65.3,822.4
2,2025-12-01 20:00:00,37.1,56.7,874.6
3,2025-12-01 20:00:00,18.5,55.1,671.6
4,2025-12-01 20:00:00,34.5,34.8,130.8
1,2025-12-01 21:00:00,26.5,47.7,600.1
2,2025-12-01 21:00:00,20.1,42.9,817.8
3,2025-12-01 21:00:00,24.1,57.2,590.1
4,2025-12-01 21:00:00,18.5,65.6,868.3
1,2025-12-01 22:00:00,39.9,38.0,608.5
2,2025-12-01 22:00:00,28.1,62.2,605.8
3,2025-12-01 22:00:00,20.2,64.5,529.4
4,2025-12-01 22:00:00,34.0,45.0,353.7
1,2025-12-01 23:00:00,19.1,59.1,739.0
2,2025-12-01 23:00:00,25.0,69.7,417.7
3,2025-12-01 23:00:00,32.1,36.9,206.6
4,2025-12-01 23:00:00,23.7,71.9,213.5
1,2025-12-02 00:00:00,35.2,78.7,141.1
2,2025-12-02 00:00:00,20.2,70.9,516.7
3,2025-12-02 00:00:00,32.9,38.6,558.7
4,2025-12-02 00:00:00,29.4,72.9,618.0
1,2025-12-02 01:00:00,33.0,30.6,119.6
2,2025-12-02 01:00:00,32.9,55.0,659.4
3,2025-12-02 01:00:00,39.2,59.6,453.5
4,2025-12-02 01:00:00,33.6,56.5,364.3
1,2025-12-02 02:00:00,19.0,63.0,481.7
2,2025-12-02 02:00:00,39.3,73.8,587.3
3,2025-12-02 02:00:00,24.6,76.3,765.1
4,2025-12-02 02:00:00,39.2,77.4,495.9
1,2025-12-02 03:00:00,20.4,69.2,562.2
2,2025-12-02 03:00:00,34.5,41.2,252.2
3,2025-12-02 03:00:00,28.7,64.6,535.0
4,2025-12-02 03:00:00,23.2,54.6,772.4
1,2025-12-02 04:00:00,37.3,65.7,828.9
2,2025-12-02 04:00:00,30.8,64.4,677.2
3,2025-12-02 04:00:00,39.7,51.5,451.2
4,2025-12-02 04:00:00,25.5,54.0,755.8
1,2025-12-02 05:00:00,24.0,57.3,437.1
2,2025-12-02 05:00:00,37.8,74.5,164.1
3,2025-12-02 05:00:00,36.9,30.1,148.3
4,2025-12-02 05:00:00,25.6,79.2,712.4
1,2025-12-02 06:00:00,36.1,73.0,588.6
2,2025-12-02 06:00:00,22.0,59.8,424.3
3,2025-12-02 06:00:00,36.6,77.1,540.5
4,2025-12-02 06:00:00,35.6,54.0,107.8
1,2025-12-02 07:00:00,23.8,66.0,808.8
2,2025-12-02 07:00:00,18.9,76.3,158.3
3,2025-12-02 07:00:00,20.5,75.9,523.6
4,2025-12-02 07:00:00,20.7,55.2,702.4
1,2025-12-02 08:00:00,33.6,31.3,857.7
2,2025-12-02 08:00:00,36.4,60.8,852.1
3,2025-12-02 08:00:00,21.6,74.7,727.8
4,2025-12-02 08:00:00,29.4,38.2,670.0
1,2025-12-02 09:00:00,28.2,64.4,120.7
2,2025-12-02 09:00:00,29.4,33.1,141.6
3,2025-12-02 09:00:00,20.6,78.2,693.6
4,2025-12-02 09:00:00,39.4,30.4,257.5
1,2025-12-02 10:00:00,38.8,34.3,377.0
2,2025-12-02 10:00:00,38.7,64.6,593.0
3,2025-12-02 10:00:00,28.1,47.1,670.6
4,2025-12-02 10:00:00,25.9,77.3,839.0
1,2025-12-02 11:00:00,20.8,65.7,859.0
2,2025-12-02 11:00:00,29.1,58.6,712.5
3,2025-12-02 11:00:00,31.4,70.3,542.2
4,2025-12-02 11:00:00,19.3,66.4,111.2
1,2025-12-02 12:00:00,31.0,33.1,256.1
2,2025-12-02 12:00:00,34.4,74.7,659.1
3,2025-12-02 12:00:00,34.7,39.3,805.8
4,2025-12-02 12:00:00,38.7,44.5,717.5
1,2025-12-02 13:00:00,31.3,35.5,267.8
2,2025-12-02 13:00:00,34.8,70.6,424.9
3,2025-12-02 13:00:00,32.4,43.6,254.7
4,2025-12-02 13:00:00,20.5,56.1,742.8
1,2025-12-02 14:00:00,31.8,50.3,112.8
2,2025-12-02 14:00:00,37.5,67.5,878.3
3,2025-12-02 14:00:00,19.6,74.5,740.8
4,2025-12-02 14:00:00,21.9,44.9,738.6
1,2025-12-02 15:00:00,36.8,41.1,529.7
2,2025-12-02 15:00:00,33.0,73.1,491.9
3,2025-12-02 15:00:00,33.3,72.4,507.5
4,2025-12-02 15:00:00,25.1,67.8,830.6
1,2025-12-02 16:00:00,38.0,60.3,261.8
2,2025-12-02 16:00:00,34.0,31.4,107.2
3,2025-12-02 16:00:00,25.3,75.3,175.2
4,2025-12-02 16:00:00,22.2,56.1,859.3
1,2025-12-02 17:00:00,38.8,54.1,624.4
2,2025-12-02 17:00:00,23.1,77.6,634.5
3,2025-12-02 17:00:00,30.0,68.9,201.8
4,2025-12-02 17:00:00,28.3,61.8,206.5
1,2025-12-02 18:00:00,32.5,47.0,305.0
2,2025-12-02 18:00:00,31.2,71.3,374.3
3,2025-12-02 18:00:00,31.6,59.2,399.5
4,2025-12-02 18:00:00,24.0,50.7,660.0
1,2025-12-02 19:00:00,21.7,66.3,856.3
2,2025-12-02 19:00:00,18.8,41.2,500.8
3,2025-12-02 19:00:00,19.7,54.2,774.3
4,2025-12-02 19:00:00,27.2,39.0,320.9
1,2025-12-02 20:00:00,29.8,35.4,547.3
2,2025-12-02 20:00:00,23.3,61.7,636.2
3,2025-12-02 20:00:00,27.0,57.8,590.4
4,2025-12-02 20:00:00,27.9,34.5,898.8
1,2025-12-02 21:00:00,25.0,52.5,105.3
2,2025-12-02 21:00:00,23.6,62.1,309.2
3,2025-12-02 21:00:00,27.0,78.8,887.4
4,2025-12-02 21:00:00,37.6,38.3,138.2
1,2025-12-02 22:00:00,20.8,70.5,281.8
2,2025-12-02 22:00:00,22.1,39.9,809.1
3,2025-12-02 22:00:00,34.1,46.6,254.8
4,2025-12-02 22:00:00,33.7,62.5,505.1
1,2025-12-02 23:00:00,36.4,42.3,393.7
2,2025-12-02 23:00:00,19.7,62.5,110.6
3,2025-12-02 23:00:00,37.4,46.8,866.6
4,2025-12-02 23:00:00,19.7,77.5,552.8
1,2025-12-03 00:00:00,18.4,30.7,525.3
2,2025-12-03 00:00:00,34.2,63.4,723.1
3,2025-12-03 00:00:00,19.6,66.9,527.3
4,2025-12-03 00:00:00,24.3,38.5,621.8
1,2025-12-03 01:00:00,18.5,53.7,583.7
2,2025-12-03 01:00:00,31.5,58.9,374.3
3,2025-12-03 01:00:00,24.4,44.6,233.3
4,2025-12-03 01:00:00,36.9,42.0,486.2
1,2025-12-03 02:00:00,30.8,60.8,589.0
2,2025-12-03 02:00:00,20.7,48.0,651.3
3,2025-12-03 02:00:00,25.9,33.1,833.2
4,2025-12-03 02:00:00,18.9,43.6,668.6
1,2025-12-03 03:00:00,37.7,68.7,678.5
2,2025-12-03 03:00:00,32.6,52.1,898.6
3,2025-12-03 03:00:00,32.1,44.2,559.2
4,2025-12-03 03:00:00,36.2,38.1,543.4
1,2025-12-03 04:00:00,30.7,38.5,505.0
2,2025-12-03 04:00:00,21.9,60.2,453.4
3,2025-12-03 04:00:00,24.7,77.3,160.5
4,2025-12-03 04:00:00,34.9,59.8,269.6
1,2025-12-03 05:00:00,35.7,45.8,428.2
2,2025-12-03 05:00:00,32.2,66.9,881.3
3,2025-12-03 05:00:00,27.5,58.5,299.0
4,2025-12-03 05:00:00,39.2,76.8,455.0
1,2025-12-03 06:00:00,21.4,76.3,236.2
2,2025-12-03 06:00:00,30.6,65.3,614.2
3,2025-12-03 06:00:00,27.5,37.9,371.0
4,2025-12-03 06:00:00,29.0,75.7,492.4
1,2025-12-03 07:00:00,24.4,67.4,556.4
2,2025-12-03 07:00:00,33.3,68.3,616.2
3,2025-12-03 07:00:00,21.8,44.2,204.3
4,2025-12-03 07:00:00,19.8,36.8,236.6
1,2025-12-03 08:00:00,26.8,47.7,199.6
2,2025-12-03 08:00:00,27.8,58.0,279.4
3,2025-12-03 08:00:00,36.0,43.5,110.7
4,2025-12-03 08:00:00,28.8,57.8,499.2
1,2025-12-03 09:00:00,26.7,52.6,155.0
2,2025-12-03 09:00:00,37.0,56.7,628.6
3,2025-12-03 09:00:00,20.0,37.3,411.7
4,2025-12-03 09:00:00,35.8,77.1,642.1
1,2025-12-03 10:00:00,39.9,32.8,197.2
2,2025-12-03 10:00:00,21.3,51.1,289.1
3,2025-12-03 10:00:00,28.0,74.6,146.9
4,2025-12-03 10:00:00,30.6,39.0,525.3
1,2025-12-03 11:00:00,36.7,77.8,534.4
2,2025-12-03 11:00:00,31.7,41.0,174.8
3,2025-12-03 11:00:00,25.1,78.1,688.7
4,2025-12-03 11:00:00,18.1,36.2,246.4
1,2025-12-03 12:00:00,23.0,55.7,419.4
2,2025-12-03 12:00:00,28.1,65.8,555.7
3,2025-12-03 12:00:00,36.0,65.9,783.1
4,2025-12-03 12:00:00,37.4,54.8,679.6
1,2025-12-03 13:00:00,28.6,31.9,176.6
2,2025-12-03 13:00:00,36.2,58.0,721.2
3,2025-12-03 13:00:00,35.4,71.3,643.8
4,2025-12-03 13:00:00,26.3,76.7,303.8
1,2025-12-03 14:00:00,38.0,59.4,306.1
2,2025-12-03 14:00:00,39.1,44.3,860.3
3,2025-12-03 14:00:00,19.5,72.3,123.3
4,2025-12-03 14:00:00,37.3,53.5,422.1
1,2025-12-03 15:00:00,20.5,50.1,114.5
2,2025-12-03 15:00:00,37.7,61.4,774.9
3,2025-12-03 15:00:00,31.1,60.6,248.8
4,2025-12-03 15:00:00,38.4,48.3,855.8
1,2025-12-03 16:00:00,28.7,44.6,787.2
2,2025-12-03 16:00:00,31.5,78.9,739.8
3,2025-12-03 16:00:00,20.3,46.0,190.5
4,2025-12-03 16:00:00,20.6,79.3,418.0
1,2025-12-03 17:00:00,19.3,75.4,751.4
2,2025-12-03 17:00:00,22.3,45.0,659.4
3,2025-12-03 17:00:00,27.9,33.6,540.7
4,2025-12-03 17:00:00,27.2,75.8,788.1
1,2025-12-03 18:00:00,30.9,46.4,524.2
2,2025-12-03 18:00:00,20.3,40.3,471.3
3,2025-12-03 18:00:00,23.6,44.6,357.6
4,2025-12-03 18:00:00,23.4,70.8,148.0
1,2025-12-03 19:00:00,31.5,32.6,599.4
2,2025-12-03 19:00:00,36.4,36.5,298.8
3,2025-12-03 19:00:00,36.1,47.1,173.5
4,2025-12-03 19:00:00,38.6,49.7,848.9
1,2025-12-03 20:00:00,21.1,39.9,480.6
2,2025-12-03 20:00:00,30.4,31.5,431.5
3,2025-12-03 20:00:00,30.8,51.6,195.3
4,2025-12-03 20:00:00,23.5,66.3,380.8
1,2025-12-03 21:00:00,39.8,60.9,897.1
2,2025-12-03 21:00:00,38.0,50.6,826.0
3,2025-12-03 21:00:00,24.0,62.0,137.4
4,2025-12-03 21:00:00,31.4,77.0,323.7
1,2025-12-03 22:00:00,28.8,39.4,550.1
2,2025-12-03 22:00:00,26.5,69.5,246.6
3,2025-12-03 22:00:00,32.1,32.9,311.7
4,2025-12-03 22:00:00,31.2,43.6,353.5
1,2025-12-03 23:00:00,23.0,72.9,656.4
2,2025-12-03 23:00:00,23.6,47.1,774.0
3,2025-12-03 23:00:00,21.6,34.9,416.3
4,2025-12-03 23:00:00,24.1,60.5,885.5
1,2025-12-04 00:00:00,36.0,68.7,636.2
2,2025-12-04 00:00:00,24.9,45.1,241.4
3,2025-12-04 00:00:00,26.0,48.7,693.8
4,2025-12-04 00:00:00,39.9,44.8,514.7
1,2025-12-04 01:00:00,25.2,46.9,127.9
2,2025-12-04 01:00:00,29.3,65.0,293.8
3,2025-12-04 01:00:00,24.9,73.7,405.0
4,2025-12-04 01:00:00,20.4,74.6,786.4
1,2025-12-04 02:00:00,39.6,30.5,441.5
2,2025-12-04 02:00:00,37.2,41.0,172.6
3,2025-12-04 02:00:00,19.7,56.5,627.1
4,2025-12-04 02:00:00,29.3,55.8,473.3
1,2025-12-04 03:00:00,32.4,52.1,801.8
2,2025-12-04 03:00:00,27.0,78.7,349.8
3,2025-12-04 03:00:00,38.3,71.8,253.9
4,2025-12-04 03:00:00,32.3,74.0,306.3
1,2025-12-04 04:00:00,30.9,77.7,226.3
2,2025-12-04 04:00:00,27.0,47.1,555.7
3,2025-12-04 04:00:00,37.5,36.1,392.9
4,2025-12-04 04:00:00,26.4,65.9,741.3
1,2025-12-04 05:00:00,19.1,68.0,193.6
2,2025-12-04 05:00:00,36.1,39.5,577.5
3,2025-12-04 05:00:00,24.2,41.4,895.7
4,2025-12-04 05:00:00,30.8,43.1,810.0
1,2025-12-04 06:00:00,20.6,62.2,302.6
2,2025-12-04 06:00:00,34.2,58.9,164.7
3,2025-12-04 06:00:00,23.2,65.3,612.6
4,2025-12-04 06:00:00,33.5,61.2,367.7
1,2025-12-04 07:00:00,38.6,60.3,854.0
2,2025-12-04 07:00:00,18.6,43.2,429.7
3,2025-12-04 07:00:00,23.5,48.8,754.7
4,2025-12-04 07:00:00,23.6,42.2,807.6
1,2025-12-04 08:00:00,22.2,74.7,272.2
2,2025-12-04 08:00:00,31.8,75.4,839.1
3,2025-12-04 08:00:00,27.7,54.1,373.2
4,2025-12-04 08:00:00,19.0,71.2,375.9
1,2025-12-04 09:00:00,28.2,31.1,873.0
2,2025-12-04 09:00:00,27.8,54.8,196.4
3,2025-12-04 09:00:00,25.3,68.0,303.9
4,2025-12-04 09:00:00,36.7,77.8,505.1
1,2025-12-04 10:00:00,36.7,46.0,396.2
2,2025-12-04 10:00:00,28.3,33.9,124.1
3,2025-12-04 10:00:00,25.0,51.2,229.4
4,2025-12-04 10:00:00,36.9,72.2,594.1
1,2025-12-04 11:00:00,32.2,63.8,794.5
2,2025-12-04 11:00:00,31.2,70.9,670.0
3,2025-12-04 11:00:00,29.1,41.0,372.5
4,2025-12-04 11:00:00,36.5,78.8,137.5
1,2025-12-04 12:00:00,27.3,39.6,410.1
2,2025-12-04 12:00:00,31.2,72.6,716.0
3,2025-12-04 12:00:00,28.6,59.6,320.9
4,2025-12-04 12:00:00,25.5,51.1,814.6
1,2025-12-04 13:00:00,27.2,58.1,159.9
2,2025-12-04 13:00:00,20.0,30.8,256.4
3,2025-12-04 13:00:00,22.2,61.2,656.0
4,2025-12-04 13:00:00,27.4,64.8,514.5
1,2025-12-04 14:00:00,24.3,32.0,267.4
2,2025-12-04 14:00:00,36.6,45.7,366.5
3,2025-12-04 14:00:00,33.7,31.2,567.6
4,2025-12-04 14:00:00,39.5,30.7,426.5
1,2025-12-04 15:00:00,38.7,76.3,376.9
2,2025-12-04 15:00:00,20.1,50.6,146.4
3,2025-12-04 15:00:00,20.9,62.3,540.8
4,2025-12-04 15:00:00,30.3,34.5,627.5
1,2025-12-04 16:00:00,34.8,66.5,655.6
2,2025-12-04 16:00:00,24.4,45.3,466.0
3,2025-12-04 16:00:00,24.1,65.7,281.6
4,2025-12-04 16:00:00,29.0,55.3,295.3
1,2025-12-04 17:00:00,24.4,64.5,491.3
2,2025-12-04 17:00:00,36.1,76.6,333.3
3,2025-12-04 17:00:00,26.4,56.3,109.1
4,2025-12-04 17:00:00,27.5,66.9,596.5
1,2025-12-04 18:00:00,23.9,54.4,713.7
2,2025-12-04 18:00:00,27.8,74.4,318.8
3,2025-12-04 18:00:00,30.1,67.5,864.5
4,2025-12-04 18:00:00,31.8,78.1,229.6
1,2025-12-04 19:00:00,29.7,45.8,238.1
2,2025-12-04 19:00:00,32.1,60.1,802.8
3,2025-12-04 19:00:00,19.6,53.6,857.3
4,2025-12-04 19:00:00,30.0,59.9,549.9
1,2025-12-04 20:00:00,33.8,68.4,293.2
2,2025-12-04 20:00:00,18.2,45.9,230.5
3,2025-12-04 20:00:00,18.7,34.4,210.5
4,2025-12-04 20:00:00,25.1,34.6,405.5
1,2025-12-04 21:00:00,27.0,45.6,199.6
2,2025-12-04 21:00:00,31.2,40.7,606.7
3,2025-12-04 21:00:00,19.3,65.1,747.6
4,2025-12-04 21:00:00,36.0,59.2,612.1
1,2025-12-04 22:00:00,25.2,62.6,188.4
2,2025-12-04 22:00:00,22.6,57.6,121.2
3,2025-12-04 22:00:00,29.5,34.9,522.2
4,2025-12-04 22:00:00,39.6,35.3,242.8
1,2025-12-04 23:00:00,24.8,69.8,285.5
2,2025-12-04 23:00:00,33.7,55.7,278.9
3,2025-12-04 23:00:00,21.5,63.8,729.1
4,2025-12-04 23:00:00,19.0,74.5,863.5
1,2025-12-05 00:00:00,23.0,75.5,260.2
2,2025-12-05 00:00:00,29.4,40.6,169.7
3,2025-12-05 00:00:00,29.8,37.9,353.1
4,2025-12-05 00:00:00,18.2,72.8,248.1
1,2025-12-05 01:00:00,26.3,63.4,220.5
2,2025-12-05 01:00:00,35.2,50.3,361.1
3,2025-12-05 01:00:00,28.9,34.5,159.4
4,2025-12-05 01:00:00,38.6,44.8,692.6
1,2025-12-05 02:00:00,29.8,43.5,698.3
2,2025-12-05 02:00:00,29.0,53.2,392.1
3,2025-12-05 02:00:00,24.3,79.4,683.5
4,2025-12-05 02:00:00,27.6,51.1,475.8
1,2025-12-05 03:00:00,25.4,38.2,580.1
2,2025-12-05 03:00:00,33.4,58.6,172.9
3,2025-12-05 03:00:00,29.6,31.9,377.2
4,2025-12-05 03:00:00,36.8,39.2,286.1
1,2025-12-05 04:00:00,31.3,31.9,549.1
2,2025-12-05 04:00:00,18.9,75.6,875.6
3,2025-12-05 04:00:00,26.9,38.4,121.8
4,2025-12-05 04:00:00,39.6,51.6,100.9
1,2025-12-05 05:00:00,25.1,46.2,138.5
2,2025-12-05 05:00:00,29.9,77.1,540.9
3,2025-12-05 05:00:00,35.9,35.6,161.6
4,2025-12-05 05:00:00,28.6,35.1,554.4
1,2025-12-05 06:00:00,32.7,45.8,467.3
2,2025-12-05 06:00:00,36.3,71.1,801.0
3,2025-12-05 06:00:00,37.9,79.3,556.3
4,2025-12-05 06:00:00,23.2,49.0,777.5
1,2025-12-05 07:00:00,20.8,65.4,244.0
2,2025-12-05 07:00:00,29.5,59.2,775.1
3,2025-12-05 07:00:00,30.7,75.7,879.3
4,2025-12-05 07:00:00,21.2,77.3,121.3
1,2025-12-05 08:00:00,23.9,73.1,845.9
2,2025-12-05 08:00:00,26.4,79.6,230.4
3,2025-12-05 08:00:00,25.8,72.0,615.4
4,2025-12-05 08:00:00,35.3,43.8,583.1
1,2025-12-05 09:00:00,34.6,65.9,699.4
2,2025-12-05 09:00:00,31.2,42.1,866.5
3,2025-12-05 09:00:00,30.8,73.0,505.2
4,2025-12-05 09:00:00,35.4,43.4,817.8
1,2025-12-05 10:00:00,38.8,44.3,133.4
2,2025-12-05 10:00:00,20.1,38.1,170.9
3,2025-12-05 10:00:00,35.6,43.0,297.5
4,2025-12-05 10:00:00,39.9,66.6,180.7
1,2025-12-05 11:00:00,19.8,32.9,720.3
2,2025-12-05 11:00:00,18.8,36.4,729.0
3,2025-12-05 11:00:00,22.9,52.0,258.3
4,2025-12-05 11:00:00,23.1,52.7,155.8
1,2025-12-05 12:00:00,24.6,64.3,242.6
2,2025-12-05 12:00:00,26.4,65.0,234.6
3,2025-12-05 12:00:00,28.7,69.2,401.5
4,2025-12-05 12:00:00,30.0,72.3,759.7
1,2025-12-05 13:00:00,30.1,72.1,695.5
2,2025-12-05 13:00:00,38.8,61.0,690.6
3,2025-12-05 13:00:00,32.5,32.6,821.8
4,2025-12-05 13:00:00,19.5,61.7,422.0
1,2025-12-05 14:00:00,23.1,61.2,178.3
2,2025-12-05 14:00:00,32.0,54.5,616.9
3,2025-12-05 14:00:00,18.5,50.7,617.0
4,2025-12-05 14:00:00,18.8,45.4,623.3
1,2025-12-05 15:00:00,34.7,50.5,379.1
2,2025-12-05 15:00:00,20.1,35.2,337.9
3,2025-12-05 15:00:00,37.6,44.3,426.5
4,2025-12-05 15:00:00,23.8,46.2,373.7
1,2025-12-05 16:00:00,24.0,66.8,475.9
2,2025-12-05 16:00:00,24.5,52.7,674.5
3,2025-12-05 16:00:00,23.2,57.7,480.0
4,2025-12-05 16:00:00,27.0,55.7,274.6
1,2025-12-05 17:00:00,22.5,41.8,510.7
2,2025-12-05 17:00:00,38.7,58.4,111.7
3,2025-12-05 17:00:00,36.0,58.1,319.1
4,2025-12-05 17:00:00,38.1,33.8,593.1
1,2025-12-05 18:00:00,29.4,68.8,371.0
2,2025-12-05 18:00:00,30.6,76.0,893.2
3,2025-12-05 18:00:00,35.4,57.6,190.7
4,2025-12-05 18:00:00,22.8,77.3,285.8
1,2025-12-05 19:00:00,34.8,51.1,163.4
2,2025-12-05 19:00:00,37.1,55.6,859.6
3,2025-12-05 19:00:00,21.7,51.9,734.0
4,2025-12-05 19:00:00,19.9,75.2,564.9
1,2025-12-05 20:00:00,27.9,48.0,891.0
2,2025-12-05 20:00:00,32.1,57.2,398.8
3,2025-12-05 20:00:00,25.3,37.6,286.6
4,2025-12-05 20:00:00,29.7,80.0,588.8
1,2025-12-05 21:00:00,33.8,76.4,211.4
2,2025-12-05 21:00:00,35.6,64.7,116.0
3,2025-12-05 21:00:00,26.1,35.2,350.4
4,2025-12-05 21:00:00,23.2,66.8,100.7
1,2025-12-05 22:00:00,32.5,77.6,460.6
2,2025-12-05 22:00:00,38.1,65.7,274.7
3,2025-12-05 22:00:00,18.6,78.3,716.7
4,2025-12-05 22:00:00,34.1,70.9,692.8
1,2025-12-05 23:00:00,31.7,43.6,859.7
2,2025-12-05 23:00:00,26.7,68.1,427.3
3,2025-12-05 23:00:00,30.6,62.5,498.2
4,2025-12-05 23:00:00,34.8,68.3,329.9
1,2025-12-06 00:00:00,21.0,37.2,201.0
2,2025-12-06 00:00:00,24.4,60.2,588.9
3,2025-12-06 00:00:00,34.6,77.6,825.1
4,2025-12-06 00:00:00,39.1,38.6,755.0
1,2025-12-06 01:00:00,29.9,41.8,290.4
2,2025-12-06 01:00:00,20.8,58.5,317.7
3,2025-12-06 01:00:00,39.1,41.3,168.8
4,2025-12-06 01:00:00,28.3,41.0,135.0
1,2025-12-06 02:00:00,28.9,70.4,415.8
2,2025-12-06 02:00:00,37.9,63.7,754.5
3,2025-12-06 02:00:00,19.0,42.7,640.1
4,2025-12-06 02:00:00,19.8,67.6,138.0
1,2025-12-06 03:00:00,31.4,75.0,499.2
2,2025-12-06 03:00:00,21.8,43.0,304.7
3,2025-12-06 03:00:00,31.4,41.4,415.5
4,2025-12-06 03:00:00,30.7,59.3,518.7
1,2025-12-06 04:00:00,31.4,78.3,320.0
2,2025-12-06 04:00:00,26.5,43.0,495.9
3,2025-12-06 04:00:00,26.0,59.4,873.1
4,2025-12-06 04:00:00,28.8,40.4,339.5
1,2025-12-06 05:00:00,37.6,51.0,735.3
2,2025-12-06 05:00:00,35.1,39.0,255.7
3,2025-12-06 05:00:00,24.6,46.9,813.5
4,2025-12-06 05:00:00,32.3,32.0,535.7
1,2025-12-06 06:00:00,37.5,52.3,241.0
2,2025-12-06 06:00:00,31.8,53.2,238.0
3,2025-12-06 06:00:00,33.8,69.1,501.2
4,2025-12-06 06:00:00,18.9,77.9,507.5
1,2025-12-06 07:00:00,37.7,58.4,107.3
2,2025-12-06 07:00:00,34.2,74.3,600.9
3,2025-12-06 07:00:00,30.3,32.8,780.8
4,2025-12-06 07:00:00,39.6,47.5,580.5
1,2025-12-06 08:00:00,18.8,42.0,110.3
2,2025-12-06 08:00:00,34.4,37.8,306.2
3,2025-12-06 08:00:00,35.7,48.8,525.3
4,2025-12-06 08:00:00,21.8,35.8,638.9
