meter_id,ts,load_kw
MTR020,2025-12-01 00:45:00,38.27
MTR021,2025-12-01 00:45:00,34.83
MTR022,2025-12-01 00:45:00,29.22
MTR023,2025-12-01 00:45:00,31.25
MTR024,2025-12-01 00:45:00,27.91
MTR001,2025-12-01 01:00:00,35.14
MTR002,2025-12-01 01:00:00,25.45
MTR003,2025-12-01 01:00:00,14.32
MTR004,2025-12-01 01:00:00,16.15
MTR005,2025-12-01 01:00:00,22.45
MTR006,2025-12-01 01:00:00,27.88
MTR007,2025-12-01 01:00:00,9.6
MTR008,2025-12-01 01:00:00,32.91
MTR009,2025-12-01 01:00:00,11.54
MTR010,2025-12-01 01:00:00,10.1
MTR011,2025-12-01 01:00:00,17.55
MTR012,2025-12-01 01:00:00,21.82
MTR013,2025-12-01 01:00:00,35.0
MTR014,2025-12-01 01:00:00,26.37
MTR015,2025-12-01 01:00:00,38.38
MTR016,2025-12-01 01:00:00,15.38
MTR017,2025-12-01 01:00:00,18.36
MTR018,2025-12-01 01:00:00,35.05
MTR019,2025-12-01 01:00:00,29.15
MTR020,2025-12-01 01:00:00,28.62
MTR021,2025-12-01 01:00:00,32.15
MTR022,2025-12-01 01:00:00,22.91
MTR023,2025-12-01 01:00:00,31.7
MTR024,2025-12-01 01:00:00,38.5
MTR001,2025-12-01 01:15:00,10.57
MTR002,2025-12-01 01:15:00,12.02
MTR003,2025-12-01 01:15:00,13.66
MTR004,2025-12-01 01:15:00,33.6
MTR005,2025-12-01 01:15:00,18.33
MTR006,2025-12-01 01:15:00,33.61
MTR007,2025-12-01 01:15:00,17.32
MTR008,2025-12-01 01:15:00,35.75
MTR009,2025-12-01 01:15:00,28.64
MTR010,2025-12-01 01:15:00,18.15
MTR011,2025-12-01 01:15:00,27.08
MTR012,2025-12-01 01:15:00,24.23
MTR013,2025-12-01 01:15:00,9.87
MTR014,2025-12-01 01:15:00,8.68
MTR015,2025-12-01 01:15:00,11.48
MTR016,2025-12-01 01:15:00,9.26
MTR017,2025-12-01 01:15:00,26.8
MTR018,2025-12-01 01:15:00,13.99
MTR019,2025-12-01 01:15:00,25.45
MTR020,2025-12-01 01:15:00,14.96
MTR021,2025-12-01 01:15:00,13.56
MTR022,2025-12-01 01:15:00,15.46
MTR023,2025-12-01 01:15:00,36.81
MTR024,2025-12-01 01:15:00,16.85
MTR001,2025-12-01 01:30:00,16.33
MTR002,2025-12-01 01:30:00,34.63
MTR003,2025-12-01 01:30:00,13.88
MTR004,2025-12-01 01:30:00,27.45
MTR005,2025-12-01 01:30:00,29.27
MTR006,2025-12-01 01:30:00,27.98
MTR007,2025-12-01 01:30:00,27.48
MTR008,2025-12-01 01:30:00,24.46
MTR009,2025-12-01 01:30:00,33.46
MTR010,2025-12-01 01:30:00,23.93
MTR011,2025-12-01 01:30:00,28.42
MTR012,2025-12-01 01:30:00,11.48
MTR013,2025-12-01 01:30:00,22.4
MTR014,2025-12-01 01:30:00,23.01
MTR015,2025-12-01 01:30:00,15.7
MTR016,2025-12-01 01:30:00,13.54
MTR017,2025-12-01 01:30:00,29.21
MTR018,2025-12-01 01:30:00,15.03
MTR019,2025-12-01 01:30:00,28.35
MTR020,2025-12-01 01:30:00,37.6
MTR021,2025-12-01 01:30:00,29.83
MTR022,2025-12-01 01:30:00,39.95
MTR023,2025-12-01 01:30:00,20.75
MTR024,2025-12-01 01:30:00,18.39
MTR001,2025-12-01 01:45:00,27.74
MTR002,2025-12-01 01:45:00,38.17
MTR003,2025-12-01 01:45:00,14.62
MTR004,2025-12-01 01:45:00,29.94
MTR005,2025-12-01 01:45:00,19.14
MTR006,2025-12-01 01:45:00,9.15
MTR007,2025-12-01 01:45:00,22.63
MTR008,2025-12-01 01:45:00,26.28
MTR009,2025-12-01 01:45:00,24.38
MTR010,2025-12-01 01:45:00,37.08
MTR011,2025-12-01 01:45:00,16.55
MTR012,2025-12-01 01:45:00,12.99
MTR013,2025-12-01 01:45:00,27.01
MTR014,2025-12-01 01:45:00,31.09
MTR015,2025-12-01 01:45:00,33.7
MTR016,2025-12-01 01:45:00,9.03
MTR017,2025-12-01 01:45:00,21.6
MTR018,2025-12-01 01:45:00,17.99
MTR019,2025-12-01 01:45:00,35.86
MTR020,2025-12-01 01:45:00,16.14
MTR021,2025-12-01 01:45:00,8.26
MTR022,2025-12-01 01:45:00,32.99
MTR023,2025-12-01 01:45:00,26.58
MTR024,2025-12-01 01:45:00,32.78
MTR001,2025-12-01 02:00:00,12.47
MTR002,2025-12-01 02:00:00,10.74
MTR003,2025-12-01 02:00:00,20.31
MTR004,2025-12-01 02:00:00,15.28
MTR005,2025-12-01 02:00:00,28.34
MTR006,2025-12-01 02:00:00,15.78
MTR007,2025-12-01 02:00:00,17.06
MTR008,2025-12-01 02:00:00,26.99
MTR009,2025-12-01 02:00:00,27.07
MTR010,2025-12-01 02:00:00,17.45
MTR011,2025-12-01 02:00:00,11.57
MTR012,2025-12-01 02:00:00,32.85
MTR013,2025-12-01 02:00:00,37.82
MTR014,2025-12-01 02:00:00,28.26
MTR015,2025-12-01 02:00:00,22.88
MTR016,2025-12-01 02:00:00,21.14
MTR017,2025-12-01 02:00:00,26.5
MTR018,2025-12-01 02:00:00,25.93
MTR019,2025-12-01 02:00:00,11.91
MTR020,2025-12-01 02:00:00,26.78
MTR021,2025-12-01 02:00:00,28.41
MTR022,2025-12-01 02:00:00,30.43
MTR023,2025-12-01 02:00:00,25.53
MTR024,2025-12-01 02:00:00,23.53
MTR001,2025-12-01 02:15:00,29.73
MTR002,2025-12-01 02:15:00,8.76
MTR003,2025-12-01 02:15:00,17.99
MTR004,2025-12-01 02:15:00,38.0
MTR005,2025-12-01 02:15:00,21.86
MTR006,2025-12-01 02:15:00,12.3
MTR007,2025-12-01 02:15:00,23.74
MTR008,2025-12-01 02:15:00,29.48
MTR009,2025-12-01 02:15:00,18.96
MTR010,2025-12-01 02:15:00,17.45
MTR011,2025-12-01 02:15:00,14.48
MTR012,2025-12-01 02:15:00,21.89
MTR013,2025-12-01 02:15:00,34.53
MTR014,2025-12-01 02:15:00,17.65
MTR015,2025-12-01 02:15:00,21.27
MTR016,2025-12-01 02:15:00,14.03
MTR017,2025-12-01 02:15:00,12.31
MTR018,2025-12-01 02:15:00,17.63
MTR019,2025-12-01 02:15:00,27.49
MTR020,2025-12-01 02:15:00,26.57
MTR021,2025-12-01 02:15:00,31.9
MTR022,2025-12-01 02:15:00,24.89
MTR023,2025-12-01 02:15:00,30.86
MTR024,2025-12-01 02:15:00,24.85
MTR001,2025-12-01 02:30:00,19.75
MTR002,2025-12-01 02:30:00,22.19
MTR003,2025-12-01 02:30:00,34.31
MTR004,2025-12-01 02:30:00,39.45
MTR005,2025-12-01 02:30:00,33.11
MTR006,2025-12-01 02:30:00,26.95
MTR007,2025-12-01 02:30:00,13.5
MTR008,2025-12-01 02:30:00,18.31
MTR009,2025-12-01 02:30:00,28.22
MTR010,2025-12-01 02:30:00,38.77
MTR011,2025-12-01 02:30:00,18.45
MTR012,2025-12-01 02:30:00,27.09
MTR013,2025-12-01 02:30:00,17.52
MTR014,2025-12-01 02:30:00,34.84
MTR015,2025-12-01 02:30:00,17.61
MTR016,2025-12-01 02:30:00,38.04
MTR017,2025-12-01 02:30:00,11.11
MTR018,2025-12-01 02:30:00,32.83
MTR019,2025-12-01 02:30:00,36.74
MTR020,2025-12-01 02:30:00,16.66
MTR021,2025-12-01 02:30:00,19.35
MTR022,2025-12-01 02:30:00,30.85
MTR023,2025-12-01 02:30:00,20.23
MTR024,2025-12-01 02:30:00,17.98
MTR001,2025-12-01 02:45:00,19.87
MTR002,2025-12-01 02:45:00,38.07
MTR003,2025-12-01 02:45:00,13.77
MTR004,2025-12-01 02:45:00,25.63
MTR005,2025-12-01 02:45:00,21.6
MTR006,2025-12-01 02:45:00,29.39
MTR007,2025-12-01 02:45:00,11.75
MTR008,2025-12-01 02:45:00,25.48
MTR009,2025-12-01 02:45:00,19.83
MTR010,2025-12-01 02:45:00,14.38
MTR011,2025-12-01 02:45:00,34.39
MTR012,2025-12-01 02:45:00,34.23
MTR013,2025-12-01 02:45:00,39.14
MTR014,2025-12-01 02:45:00,9.71
MTR015,2025-12-01 02:45:00,20.1
MTR016,2025-12-01 02:45:00,13.02
MTR017,2025-12-01 02:45:00,24.37
MTR018,2025-12-01 02:45:00,37.57
MTR019,2025-12-01 02:45:00,37.5
MTR020,2025-12-01 02:45:00,36.96
MTR021,2025-12-01 02:45:00,24.02
MTR022,2025-12-01 02:45:00,23.68
MTR023,2025-12-01 02:45:00,21.48
MTR024,2025-12-01 02:45:00,17.75
MTR001,2025-12-01 03:00:00,18.56
MTR002,2025-12-01 03:00:00,15.73
MTR003,2025-12-01 03:00:00,30.87
MTR004,2025-12-01 03:00:00,20.51
MTR005,2025-12-01 03:00:00,15.35
MTR006,2025-12-01 03:00:00,25.75
MTR007,2025-12-01 03:00:00,29.86
MTR008,2025-12-01 03:00:00,11.74
MTR009,2025-12-01 03:00:00,23.41
MTR010,2025-12-01 03:00:00,27.65
MTR011,2025-12-01 03:00:00,21.28
MTR012,2025-12-01 03:00:00,36.48
MTR013,2025-12-01 03:00:00,33.28
MTR014,2025-12-01 03:00:00,19.09
MTR015,2025-12-01 03:00:00,25.46
MTR016,2025-12-01 03:00:00,36.16
MTR017,2025-12-01 03:00:00,34.59
MTR018,2025-12-01 03:00:00,37.0
MTR019,2025-12-01 03:00:00,14.92
MTR020,2025-12-01 03:00:00,29.07
MTR021,2025-12-01 03:00:00,24.03
MTR022,2025-12-01 03:00:00,24.97
MTR023,2025-12-01 03:00:00,30.62
MTR024,2025-12-01 03:00:00,34.23
MTR001,2025-12-01 03:15:00,10.06
MTR002,2025-12-01 03:15:00,37.09
MTR003,2025-12-01 03:15:00,35.69
MTR004,2025-12-01 03:15:00,8.18
MTR005,2025-12-01 03:15:00,22.2
MTR006,2025-12-01 03:15:00,13.63
MTR007,2025-12-01 03:15:00,35.1
MTR008,2025-12-01 03:15:00,27.48
MTR009,2025-12-01 03:15:00,38.1
MTR010,2025-12-01 03:15:00,22.82
MTR011,2025-12-01 03:15:00,24.22
MTR012,2025-12-01 03:15:00,32.16
MTR013,2025-12-01 03:15:00,11.19
MTR014,2025-12-01 03:15:00,31.47
MTR015,2025-12-01 03:15:00,31.1
MTR016,2025-12-01 03:15:00,36.08
MTR017,2025-12-01 03:15:00,21.85
MTR018,2025-12-01 03:15:00,20.1
MTR019,2025-12-01 03:15:00,27.35
MTR020,2025-12-01 03:15:00,39.41
MTR021,2025-12-01 03:15:00,39.19
MTR022,2025-12-01 03:15:00,26.02
MTR023,2025-12-01 03:15:00,31.32
MTR024,2025-12-01 03:15:00,20.1
MTR001,2025-12-01 03:30:00,14.11
MTR002,2025-12-01 03:30:00,19.66
MTR003,2025-12-01 03:30:00,22.77
MTR004,2025-12-01 03:30:00,13.73
MTR005,2025-12-01 03:30:00,37.33
MTR006,2025-12-01 03:30:00,25.22
MTR007,2025-12-01 03:30:00,39.12
MTR008,2025-12-01 03:30:00,23.3
MTR009,2025-12-01 03:30:00,26.56
MTR010,2025-12-01 03:30:00,24.66
MTR011,2025-12-01 03:30:00,30.84
MTR012,2025-12-01 03:30:00,9.06
MTR013,2025-12-01 03:30:00,9.34
MTR014,2025-12-01 03:30:00,24.19
MTR015,2025-12-01 03:30:00,8.41
MTR016,2025-12-01 03:30:00,15.58
MTR017,2025-12-01 03:30:00,22.27
MTR018,2025-12-01 03:30:00,29.5
MTR019,2025-12-01 03:30:00,34.8
MTR020,2025-12-01 03:30:00,29.76
MTR021,2025-12-01 03:30:00,34.05
MTR022,2025-12-01 03:30:00,34.47
MTR023,2025-12-01 03:30:00,34.38
MTR024,2025-12-01 03:30:00,25.64
MTR001,2025-12-01 03:45:00,39.23
MTR002,2025-12-01 03:45:00,10.97
MTR003,2025-12-01 03:45:00,36.76
MTR004,2025-12-01 03:45:00,26.29
MTR005,2025-12-01 03:45:00,32.8
MTR006,2025-12-01 03:45:00,15.21
MTR007,2025-12-01 03:45:00,33.82
MTR008,2025-12-01 03:45:00,16.11
MTR009,2025-12-01 03:45:00,15.51
MTR010,2025-12-01 03:45:00,33.82
MTR011,2025-12-01 03:45:00,26.78
MTR012,2025-12-01 03:45:00,16.89
MTR013,2025-12-01 03:45:00,20.1
MTR014,2025-12-01 03:45:00,32.97
MTR015,2025-12-01 03:45:00,17.58
MTR016,2025-12-01 03:45:00,19.73
MTR017,2025-12-01 03:45:00,38.28
MTR018,2025-12-01 03:45:00,34.04
MTR019,2025-12-01 03:45:00,19.92
MTR020,2025-12-01 03:45:00,24.25
MTR021,2025-12-01 03:45:00,21.79
MTR022,2025-12-01 03:45:00,9.36
MTR023,2025-12-01 03:45:00,19.14
MTR024,2025-12-01 03:45:00,32.75
MTR001,2025-12-01 04:00:00,30.53
MTR002,2025-12-01 04:00:00,8.62
MTR003,2025-12-01 04:00:00,31.28
MTR004,2025-12-01 04:00:00,26.76
MTR005,2025-12-01 04:00:00,27.82
MTR006,2025-12-01 04:00:00,18.05
MTR007,2025-12-01 04:00:00,19.31
MTR008,2025-12-01 04:00:00,8.02
MTR009,2025-12-01 04:00:00,37.32
MTR010,2025-12-01 04:00:00,18.93
MTR011,2025-12-01 04:00:00,39.69
MTR012,2025-12-01 04:00:00,39.01
MTR013,2025-12-01 04:00:00,22.21
MTR014,2025-12-01 04:00:00,33.83
MTR015,2025-12-01 04:00:00,9.54
MTR016,2025-12-01 04:00:00,37.86
MTR017,2025-12-01 04:00:00,26.72
MTR018,2025-12-01 04:00:00,20.15
MTR019,2025-12-01 04:00:00,38.57
MTR020,2025-12-01 04:00:00,33.39
MTR021,2025-12-01 04:00:00,17.04
MTR022,2025-12-01 04:00:00,33.61
MTR023,2025-12-01 04:00:00,11.76
MTR024,2025-12-01 04:00:00,30.91
MTR001,2025-12-01 04:15:00,20.59
MTR002,2025-12-01 04:15:00,19.32
MTR003,2025-12-01 04:15:00,29.0
MTR004,2025-12-01 04:15:00,12.26
MTR005,2025-12-01 04:15:00,20.55
MTR006,2025-12-01 04:15:00,13.86
MTR007,2025-12-01 04:15:00,12.76
MTR008,2025-12-01 04:15:00,30.78
MTR009,2025-12-01 04:15:00,26.02
MTR010,2025-12-01 04:15:00,8.39
MTR011,2025-12-01 04:15:00,39.8
MTR012,2025-12-01 04:15:00,26.55
MTR013,2025-12-01 04:15:00,38.83
MTR014,2025-12-01 04:15:00,39.05
MTR015,2025-12-01 04:15:00,27.01
MTR016,2025-12-01 04:15:00,37.25
MTR017,2025-12-01 04:15:00,22.14
MTR018,2025-12-01 04:15:00,12.23
MTR019,2025-12-01 04:15:00,38.08
MTR020,2025-12-01 04:15:00,22.26
MTR021,2025-12-01 04:15:00,15.39
MTR022,2025-12-01 04:15:00,8.87
MTR023,2025-12-01 04:15:00,36.1
MTR024,2025-12-01 04:15:00,36.46
MTR001,2025-12-01 04:30:00,25.39
MTR002,2025-12-01 04:30:00,13.21
MTR003,2025-12-01 04:30:00,28.23
MTR004,2025-12-01 04:30:00,29.84
MTR005,2025-12-01 04:30:00,35.13
MTR006,2025-12-01 04:30:00,35.66
MTR007,2025-12-01 04:30:00,38.52
MTR008,2025-12-01 04:30:00,29.63
MTR009,2025-12-01 04:30:00,14.46
MTR010,2025-12-01 04:30:00,26.67
MTR011,2025-12-01 04:30:00,17.87
MTR012,2025-12-01 04:30:00,21.07
MTR013,2025-12-01 04:30:00,35.11
MTR014,2025-12-01 04:30:00,33.06
MTR015,2025-12-01 04:30:00,24.18
MTR016,2025-12-01 04:30:00,37.47
MTR017,2025-12-01 04:30:00,32.54
MTR018,2025-12-01 04:30:00,37.78
MTR019,2025-12-01 04:30:00,33.09
MTR020,2025-12-01 04:30:00,19.04
MTR021,2025-12-01 04:30:00,27.45
MTR022,2025-12-01 04:30:00,36.0
MTR023,2025-12-01 04:30:00,12.37
MTR024,2025-12-01 04:30:00,13.64
MTR001,2025-12-01 04:45:00,17.08
MTR002,2025-12-01 04:45:00,8.44
MTR003,2025-12-01 04:45:00,9.53
MTR004,2025-12-01 04:45:00,10.97
MTR005,2025-12-01 04:45:00,20.03
MTR006,2025-12-01 04:45:00,28.96
MTR007,2025-12-01 04:45:00,9.58
MTR008,2025-12-01 04:45:00,37.5
MTR009,2025-12-01 04:45:00,33.26
MTR010,2025-12-01 04:45:00,8.11
MTR011,2025-12-01 04:45:00,28.29
MTR012,2025-12-01 04:45:00,27.44
MTR013,2025-12-01 04:45:00,36.64
MTR014,2025-12-01 04:45:00,15.0
MTR015,2025-12-01 04:45:00,36.85
MTR016,2025-12-01 04:45:00,20.93
MTR017,2025-12-01 04:45:00,31.64
MTR018,2025-12-01 04:45:00,23.14
MTR019,2025-12-01 04:45:00,30.64
MTR020,2025-12-01 04:45:00,12.67
MTR021,2025-12-01 04:45:00,24.3
MTR022,2025-12-01 04:45:00,34.46
MTR023,2025-12-01 04:45:00,18.97
MTR024,2025-12-01 04:45:00,31.77
MTR001,2025-12-01 05:00:00,8.22
MTR002,2025-12-01 05:00:00,17.15
MTR003,2025-12-01 05:00:00,12.1
MTR004,2025-12-01 05:00:00,39.62
MTR005,2025-12-01 05:00:00,14.36
MTR006,2025-12-01 05:00:00,28.1
MTR007,2025-12-01 05:00:00,19.08
MTR008,2025-12-01 05:00:00,29.41
MTR009,2025-12-01 05:00:00,9.32
MTR010,2025-12-01 05:00:00,25.78
MTR011,2025-12-01 05:00:00,15.86
MTR012,2025-12-01 05:00:00,22.29
MTR013,2025-12-01 05:00:00,12.57
MTR014,2025-12-01 05:00:00,39.35
MTR015,2025-12-01 05:00:00,26.92
MTR016,2025-12-01 05:00:00,13.53
MTR017,2025-12-01 05:00:00,9.29
MTR018,2025-12-01 05:00:00,36.8
MTR019,2025-12-01 05:00:00,27.49
MTR020,2025-12-01 05:00:00,31.08
MTR021,2025-12-01 05:00:00,39.11
MTR022,2025-12-01 05:00:00,24.84
MTR023,2025-12-01 05:00:00,27.09
MTR024,2025-12-01 05:00:00,28.18
MTR001,2025-12-01 05:15:00,11.72
MTR002,2025-12-01 05:15:00,38.1
MTR003,2025-12-01 05:15:00,33.72
MTR004,2025-12-01 05:15:00,19.75
MTR005,2025-12-01 05:15:00,23.77
MTR006,2025-12-01 05:15:00,39.0
MTR007,2025-12-01 05:15:00,18.15
MTR008,2025-12-01 05:15:00,22.22
MTR009,2025-12-01 05:15:00,8.4
MTR010,2025-12-01 05:15:00,28.74
MTR011,2025-12-01 05:15:00,34.3
MTR012,2025-12-01 05:15:00,39.39
MTR013,2025-12-01 05:15:00,22.72
MTR014,2025-12-01 05:15:00,30.36
MTR015,2025-12-01 05:15:00,32.47
MTR016,2025-12-01 05:15:00,38.96
MTR017,2025-12-01 05:15:00,33.01
MTR018,2025-12-01 05:15:00,34.17
MTR019,2025-12-01 05:15:00,15.27
MTR020,2025-12-01 05:15:00,23.53
MTR021,2025-12-01 05:15:00,21.81
MTR022,2025-12-01 05:15:00,20.56
MTR023,2025-12-01 05:15:00,31.89
MTR024,2025-12-01 05:15:00,18.16
MTR001,2025-12-01 05:30:00,25.4
MTR002,2025-12-01 05:30:00,12.74
MTR003,2025-12-01 05:30:00,13.47
MTR004,2025-12-01 05:30:00,39.16
MTR005,2025-12-01 05:30:00,11.84
MTR006,2025-12-01 05:30:00,26.36
MTR007,2025-12-01 05:30:00,31.1
MTR008,2025-12-01 05:30:00,35.3
MTR009,2025-12-01 05:30:00,30.94
MTR010,2025-12-01 05:30:00,34.6
MTR011,2025-12-01 05:30:00,9.84
MTR012,2025-12-01 05:30:00,31.71
MTR013,2025-12-01 05:30:00,11.73
MTR014,2025-12-01 05:30:00,33.1
MTR015,2025-12-01 05:30:00,36.72
MTR016,2025-12-01 05:30:00,13.84
MTR017,2025-12-01 05:30:00,9.0
MTR018,2025-12-01 05:30:00,32.86
MTR019,2025-12-01 05:30:00,27.35
MTR020,2025-12-01 05:30:00,30.63
MTR021,2025-12-01 05:30:00,31.76
MTR022,2025-12-01 05:30:00,30.4
MTR023,2025-12-01 05:30:00,10.65
MTR024,2025-12-01 05:30:00,10.35
MTR001,2025-12-01 05:45:00,9.77
MTR002,2025-12-01 05:45:00,28.31
MTR003,2025-12-01 05:45:00,22.03
MTR004,2025-12-01 05:45:00,12.27
MTR005,2025-12-01 05:45:00,28.48
MTR006,2025-12-01 05:45:00,25.41
MTR007,2025-12-01 05:45:00,21.11
MTR008,2025-12-01 05:45:00,38.88
MTR009,2025-12-01 05:45:00,23.66
MTR010,2025-12-01 05:45:00,19.22
MTR011,2025-12-01 05:45:00,34.84
MTR012,2025-12-01 05:45:00,26.01
MTR013,2025-12-01 05:45:00,31.39
MTR014,2025-12-01 05:45:00,24.47
MTR015,2025-12-01 05:45:00,39.41
MTR016,2025-12-01 05:45:00,17.05
MTR017,2025-12-01 05:45:00,25.68
MTR018,2025-12-01 05:45:00,28.64
MTR019,2025-12-01 05:45:00,38.66
MTR020,2025-12-01 05:45:00,23.4
MTR021,2025-12-01 05:45:00,22.67
MTR022,2025-12-01 05:45:00,25.62
MTR023,2025-12-01 05:45:00,34.47
MTR024,2025-12-01 05:45:00,32.04
MTR001,2025-12-01 06:00:00,23.75
MTR002,2025-12-01 06:00:00,33.38
MTR003,2025-12-01 06:00:00,35.76
MTR004,2025-12-01 06:00:00,12.27
MTR005,2025-12-01 06:00:00,17.16
MTR006,2025-12-01 06:00:00,27.12
MTR007,2025-12-01 06:00:00,9.83
MTR008,2025-12-01 06:00:00,34.23
MTR009,2025-12-01 06:00:00,26.54
MTR010,2025-12-01 06:00:00,20.43
MTR011,2025-12-01 06:00:00,17.4
MTR012,2025-12-01 06:00:00,10.6
MTR013,2025-12-01 06:00:00,27.86
MTR014,2025-12-01 06:00:00,31.01
MTR015,2025-12-01 06:00:00,36.42
MTR016,2025-12-01 06:00:00,31.59
MTR017,2025-12-01 06:00:00,16.37
MTR018,2025-12-01 06:00:00,29.19
MTR019,2025-12-01 06:00:00,34.17
MTR020,2025-12-01 06:00:00,8.26
MTR021,2025-12-01 06:00:00,32.86
MTR022,2025-12-01 06:00:00,12.74
MTR023,2025-12-01 06:00:00,19.4
MTR024,2025-12-01 06:00:00,31.32
MTR001,2025-12-01 06:15:00,36.76
MTR002,2025-12-01 06:15:00,29.33
MTR003,2025-12-01 06:15:00,20.19
MTR004,2025-12-01 06:15:00,19.68
MTR005,2025-12-01 06:15:00,28.89
MTR006,2025-12-01 06:15:00,34.62
MTR007,2025-12-01 06:15:00,34.41
MTR008,2025-12-01 06:15:00,14.74
MTR009,2025-12-01 06:15:00,30.5
MTR010,2025-12-01 06:15:00,33.82
MTR011,2025-12-01 06:15:00,14.34
MTR012,2025-12-01 06:15:00,24.94
MTR013,2025-12-01 06:15:00,31.97
MTR014,2025-12-01 06:15:00,19.59
MTR015,2025-12-01 06:15:00,12.95
MTR016,2025-12-01 06:15:00,18.65
MTR017,2025-12-01 06:15:00,36.59
MTR018,2025-12-01 06:15:00,12.14
MTR019,2025-12-01 06:15:00,11.54
MTR020,2025-12-01 06:15:00,16.06
MTR021,2025-12-01 06:15:00,39.89
MTR022,2025-12-01 06:15:00,15.75
MTR023,2025-12-01 06:15:00,34.77
MTR024,2025-12-01 06:15:00,8.1
MTR001,2025-12-01 06:30:00,9.63
MTR002,2025-12-01 06:30:00,30.11
MTR003,2025-12-01 06:30:00,17.17
MTR004,2025-12-01 06:30:00,10.69
MTR005,2025-12-01 06:30:00,21.84
MTR006,2025-12-01 06:30:00,29.76
MTR007,2025-12-01 06:30:00,12.46
MTR008,2025-12-01 06:30:00,35.5
MTR009,2025-12-01 06:30:00,17.0
MTR010,2025-12-01 06:30:00,39.19
MTR011,2025-12-01 06:30:00,19.85
