meter_id,ts,load_kw
2,2025-12-01 10:15:00,16.09
1,2025-12-01 10:30:00,8.87
2,2025-12-01 10:30:00,19.25
1,2025-12-01 10:45:00,15.36
2,2025-12-01 10:45:00,15.86
1,2025-12-01 11:00:00,14.91
2,2025-12-01 11:00:00,8.85
1,2025-12-01 11:15:00,19.07
2,2025-12-01 11:15:00,17.72
1,2025-12-01 11:30:00,13.65
2,2025-12-01 11:30:00,9.33
1,2025-12-01 11:45:00,14.67
2,2025-12-01 11:45:00,8.86
1,2025-12-01 12:00:00,12.87
2,2025-12-01 12:00:00,12.1
1,2025-12-01 12:15:00,14.11
2,2025-12-01 12:15:00,14.44
1,2025-12-01 12:30:00,13.3
2,2025-12-01 12:30:00,9.94
1,2025-12-01 12:45:00,18.54
2,2025-12-01 12:45:00,8.98
1,2025-12-01 13:00:00,11.01
2,2025-12-01 13:00:00,11.78
1,2025-12-01 13:15:00,10.82
2,2025-12-01 13:15:00,11.5
1,2025-12-01 13:30:00,17.93
2,2025-12-01 13:30:00,16.25
1,2025-12-01 13:45:00,8.95
2,2025-12-01 13:45:00,18.02
1,2025-12-01 14:00:00,16.32
2,2025-12-01 14:00:00,14.23
1,2025-12-01 14:15:00,10.24
2,2025-12-01 14:15:00,12.18
1,2025-12-01 14:30:00,18.26
2,2025-12-01 14:30:00,10.65
1,2025-12-01 14:45:00,10.67
2,2025-12-01 14:45:00,12.98
1,2025-12-01 15:00:00,14.51
2,2025-12-01 15:00:00,19.45
1,2025-12-01 15:15:00,17.32
2,2025-12-01 15:15:00,17.89
1,2025-12-01 15:30:00,16.98
2,2025-12-01 15:30:00,13.78
1,2025-12-01 15:45:00,14.0
2,2025-12-01 15:45:00,9.12
1,2025-12-01 16:00:00,17.63
2,2025-12-01 16:00:00,16.47
1,2025-12-01 16:15:00,8.02
2,2025-12-01 16:15:00,9.59
1,2025-12-01 16:30:00,16.77
2,2025-12-01 16:30:00,18.72
1,2025-12-01 16:45:00,13.2
2,2025-12-01 16:45:00,8.77
1,2025-12-01 17:00:00,12.7
2,2025-12-01 17:00:00,15.3
1,2025-12-01 17:15:00,11.45
2,2025-12-01 17:15:00,10.36
1,2025-12-01 17:30:00,18.66
2,2025-12-01 17:30:00,9.88
1,2025-12-01 17:45:00,15.52
2,2025-12-01 17:45:00,11.44
1,2025-12-01 18:00:00,18.93
2,2025-12-01 18:00:00,9.19
1,2025-12-01 18:15:00,15.57
2,2025-12-01 18:15:00,16.42
1,2025-12-01 18:30:00,18.7
2,2025-12-01 18:30:00,9.48
1,2025-12-01 18:45:00,19.66
2,2025-12-01 18:45:00,18.51
1,2025-12-01 19:00:00,18.44
2,2025-12-01 19:00:00,14.21
1,2025-12-01 19:15:00,16.57
2,2025-12-01 19:15:00,10.29
1,2025-12-01 19:30:00,14.99
2,2025-12-01 19:30:00,10.64
1,2025-12-01 19:45:00,13.71
2,2025-12-01 19:45:00,13.76
1,2025-12-01 20:00:00,10.79
2,2025-12-01 20:00:00,8.37
1,2025-12-01 20:15:00,14.28
2,2025-12-01 20:15:00,15.29
1,2025-12-01 20:30:00,15.48
2,2025-12-01 20:30:00,13.15
1,2025-12-01 20:45:00,17.53
2,2025-12-01 20:45:00,14.24
1,2025-12-01 21:00:00,11.65
2,2025-12-01 21:00:00,12.62
1,2025-12-01 21:15:00,13.06
2,2025-12-01 21:15:00,8.73
1,2025-12-01 21:30:00,8.71
2,2025-12-01 21:30:00,12.02
1,2025-12-01 21:45:00,18.15
2,2025-12-01 21:45:00,12.81
1,2025-12-01 22:00:00,15.58
2,2025-12-01 22:00:00,19.19
1,2025-12-01 22:15:00,11.91
2,2025-12-01 22:15:00,11.23
1,2025-12-01 22:30:00,10.15
2,2025-12-01 22:30:00,12.25
1,2025-12-01 22:45:00,11.11
2,2025-12-01 22:45:00,14.32
1,2025-12-01 23:00:00,11.55
2,2025-12-01 23:00:00,12.4
1,2025-12-01 23:15:00,13.49
2,2025-12-01 23:15:00,13.43
1,2025-12-01 23:30:00,8.15
2,2025-12-01 23:30:00,15.63
1,2025-12-01 23:45:00,12.6
2,2025-12-01 23:45:00,9.45
1,2025-12-02 00:00:00,18.37
2,2025-12-02 00:00:00,13.79
1,2025-12-02 00:15:00,16.31
2,2025-12-02 00:15:00,18.08
1,2025-12-02 00:30:00,11.32
2,2025-12-02 00:30:00,10.32
1,2025-12-02 00:45:00,17.02
2,2025-12-02 00:45:00,14.27
1,2025-12-02 01:00:00,10.47
2,2025-12-02 01:00:00,9.83
1,2025-12-02 01:15:00,10.27
2,2025-12-02 01:15:00,12.58
1,2025-12-02 01:30:00,11.72
2,2025-12-02 01:30:00,10.83
1,2025-12-02 01:45:00,12.74
2,2025-12-02 01:45:00,19.32
1,2025-12-02 02:00:00,19.34
2,2025-12-02 02:00:00,13.18
1,2025-12-02 02:15:00,9.1
2,2025-12-02 02:15:00,10.3
1,2025-12-02 02:30:00,11.9
2,2025-12-02 02:30:00,13.17
1,2025-12-02 02:45:00,18.63
2,2025-12-02 02:45:00,17.29
1,2025-12-02 03:00:00,12.22
2,2025-12-02 03:00:00,14.42
1,2025-12-02 03:15:00,14.42
2,2025-12-02 03:15:00,13.63
1,2025-12-02 03:30:00,10.79
2,2025-12-02 03:30:00,13.59
1,2025-12-02 03:45:00,8.26
2,2025-12-02 03:45:00,16.44
1,2025-12-02 04:00:00,13.65
2,2025-12-02 04:00:00,13.97
1,2025-12-02 04:15:00,18.32
2,2025-12-02 04:15:00,11.02
1,2025-12-02 04:30:00,19.21
2,2025-12-02 04:30:00,16.87
1,2025-12-02 04:45:00,16.02
2,2025-12-02 04:45:00,15.7
1,2025-12-02 05:00:00,9.24
2,2025-12-02 05:00:00,17.61
1,2025-12-02 05:15:00,15.88
2,2025-12-02 05:15:00,8.86
1,2025-12-02 05:30:00,18.64
2,2025-12-02 05:30:00,12.39
1,2025-12-02 05:45:00,17.86
2,2025-12-02 05:45:00,8.27
1,2025-12-02 06:00:00,11.85
2,2025-12-02 06:00:00,17.1
1,2025-12-02 06:15:00,12.27
2,2025-12-02 06:15:00,16.22
1,2025-12-02 06:30:00,19.79
2,2025-12-02 06:30:00,15.11
1,2025-12-02 06:45:00,19.75
2,2025-12-02 06:45:00,17.26
1,2025-12-02 07:00:00,17.22
2,2025-12-02 07:00:00,9.54
1,2025-12-02 07:15:00,11.97
2,2025-12-02 07:15:00,13.87
1,2025-12-02 07:30:00,18.85
2,2025-12-02 07:30:00,13.44
1,2025-12-02 07:45:00,17.43
2,2025-12-02 07:45:00,8.14
1,2025-12-02 08:00:00,8.19
2,2025-12-02 08:00:00,10.49
1,2025-12-02 08:15:00,11.16
2,2025-12-02 08:15:00,18.56
1,2025-12-02 08:30:00,9.63
2,2025-12-02 08:30:00,15.0
1,2025-12-02 08:45:00,14.77
2,2025-12-02 08:45:00,9.59
1,2025-12-02 09:00:00,19.23
2,2025-12-02 09:00:00,18.49
1,2025-12-02 09:15:00,17.23
2,2025-12-02 09:15:00,8.6
1,2025-12-02 09:30:00,8.77
2,2025-12-02 09:30:00,17.37
1,2025-12-02 09:45:00,12.93
2,2025-12-02 09:45:00,19.65
1,2025-12-02 10:00:00,19.78
2,2025-12-02 10:00:00,10.44
1,2025-12-02 10:15:00,11.34
2,2025-12-02 10:15:00,14.22
1,2025-12-02 10:30:00,10.01
2,2025-12-02 10:30:00,12.06
1,2025-12-02 10:45:00,10.9
2,2025-12-02 10:45:00,12.11
1,2025-12-02 11:00:00,8.12
2,2025-12-02 11:00:00,18.42
1,2025-12-02 11:15:00,11.52
2,2025-12-02 11:15:00,12.88
1,2025-12-02 11:30:00,8.26
2,2025-12-02 11:30:00,8.15
1,2025-12-02 11:45:00,19.87
2,2025-12-02 11:45:00,15.84
1,2025-12-02 12:00:00,13.43
2,2025-12-02 12:00:00,17.93
1,2025-12-02 12:15:00,16.86
2,2025-12-02 12:15:00,17.2
1,2025-12-02 12:30:00,8.09
2,2025-12-02 12:30:00,19.51
1,2025-12-02 12:45:00,15.6
2,2025-12-02 12:45:00,10.34
1,2025-12-02 13:00:00,10.42
2,2025-12-02 13:00:00,10.25
1,2025-12-02 13:15:00,16.72
2,2025-12-02 13:15:00,18.06
1,2025-12-02 13:30:00,19.6
2,2025-12-02 13:30:00,8.06
1,2025-12-02 13:45:00,10.93
2,2025-12-02 13:45:00,12.63
1,2025-12-02 14:00:00,9.44
2,2025-12-02 14:00:00,11.73
1,2025-12-02 14:15:00,10.83
2,2025-12-02 14:15:00,13.68
1,2025-12-02 14:30:00,16.38
2,2025-12-02 14:30:00,8.31
1,2025-12-02 14:45:00,18.51
2,2025-12-02 14:45:00,11.54
1,2025-12-02 15:00:00,15.04
2,2025-12-02 15:00:00,10.96
1,2025-12-02 15:15:00,9.18
2,2025-12-02 15:15:00,15.43
1,2025-12-02 15:30:00,18.5
2,2025-12-02 15:30:00,9.97
1,2025-12-02 15:45:00,9.27
2,2025-12-02 15:45:00,14.28
1,2025-12-02 16:00:00,10.04
2,2025-12-02 16:00:00,8.8
1,2025-12-02 16:15:00,17.31
2,2025-12-02 16:15:00,9.21
1,2025-12-02 16:30:00,8.59
2,2025-12-02 16:30:00,10.13
1,2025-12-02 16:45:00,9.9
2,2025-12-02 16:45:00,16.5
1,2025-12-02 17:00:00,17.79
2,2025-12-02 17:00:00,17.89
1,2025-12-02 17:15:00,18.04
2,2025-12-02 17:15:00,16.05
1,2025-12-02 17:30:00,16.17
2,2025-12-02 17:30:00,8.06
1,2025-12-02 17:45:00,19.08
2,2025-12-02 17:45:00,17.1
1,2025-12-02 18:00:00,12.33
2,2025-12-02 18:00:00,18.03
1,2025-12-02 18:15:00,11.21
2,2025-12-02 18:15:00,10.86
1,2025-12-02 18:30:00,16.05
2,2025-12-02 18:30:00,10.58
1,2025-12-02 18:45:00,8.43
2,2025-12-02 18:45:00,12.82
1,2025-12-02 19:00:00,12.02
2,2025-12-02 19:00:00,17.89
1,2025-12-02 19:15:00,10.15
2,2025-12-02 19:15:00,10.08
1,2025-12-02 19:30:00,12.34
2,2025-12-02 19:30:00,10.75
1,2025-12-02 19:45:00,13.26
2,2025-12-02 19:45:00,17.77
1,2025-12-02 20:00:00,16.8
2,2025-12-02 20:00:00,18.21
1,2025-12-02 20:15:00,15.69
2,2025-12-02 20:15:00,16.7
1,2025-12-02 20:30:00,8.26
2,2025-12-02 20:30:00,17.11
1,2025-12-02 20:45:00,15.11
2,2025-12-02 20:45:00,9.79
1,2025-12-02 21:00:00,8.17
2,2025-12-02 21:00:00,18.69
1,2025-12-02 21:15:00,14.19
2,2025-12-02 21:15:00,19.23
1,2025-12-02 21:30:00,16.73
2,2025-12-02 21:30:00,14.69
1,2025-12-02 21:45:00,15.9
2,2025-12-02 21:45:00,10.54
1,2025-12-02 22:00:00,12.73
2,2025-12-02 22:00:00,19.17
1,2025-12-02 22:15:00,15.52
2,2025-12-02 22:15:00,11.45
1,2025-12-02 22:30:00,12.28
2,2025-12-02 22:30:00,13.78
1,2025-12-02 22:45:00,8.69
2,2025-12-02 22:45:00,18.97
1,2025-12-02 23:00:00,13.96
2,2025-12-02 23:00:00,11.02
1,2025-12-02 23:15:00,13.46
2,2025-12-02 23:15:00,16.15
1,2025-12-02 23:30:00,16.16
2,2025-12-02 23:30:00,14.25
1,2025-12-02 23:45:00,18.52
2,2025-12-02 23:45:00,17.34
1,2025-12-03 00:00:00,15.92
2,2025-12-03 00:00:00,9.61
1,2025-12-03 00:15:00,16.61
2,2025-12-03 00:15:00,14.73
1,2025-12-03 00:30:00,17.4
2,2025-12-03 00:30:00,13.12
1,2025-12-03 00:45:00,18.1
2,2025-12-03 00:45:00,14.96
1,2025-12-03 01:00:00,16.82
2,2025-12-03 01:00:00,16.0
1,2025-12-03 01:15:00,15.11
2,2025-12-03 01:15:00,13.06
1,2025-12-03 01:30:00,15.1
2,2025-12-03 01:30:00,8.8
1,2025-12-03 01:45:00,18.06
2,2025-12-03 01:45:00,18.73
1,2025-12-03 02:00:00,16.15
2,2025-12-03 02:00:00,12.81
1,2025-12-03 02:15:00,10.36
2,2025-12-03 02:15:00,16.41
1,2025-12-03 02:30:00,16.1
2,2025-12-03 02:30:00,10.71
1,2025-12-03 02:45:00,9.47
2,2025-12-03 02:45:00,13.0
1,2025-12-03 03:00:00,15.28
2,2025-12-03 03:00:00,9.44
1,2025-12-03 03:15:00,18.53
2,2025-12-03 03:15:00,9.95
1,2025-12-03 03:30:00,18.84
2,2025-12-03 03:30:00,19.28
1,2025-12-03 03:45:00,13.87
2,2025-12-03 03:45:00,17.74
1,2025-12-03 04:00:00,10.65
2,2025-12-03 04:00:00,12.36
1,2025-12-03 04:15:00,19.27
2,2025-12-03 04:15:00,14.83
1,2025-12-03 04:30:00,12.73
2,2025-12-03 04:30:00,9.38
1,2025-12-03 04:45:00,18.2
2,2025-12-03 04:45:00,10.89
1,2025-12-03 05:00:00,10.91
2,2025-12-03 05:00:00,8.75
1,2025-12-03 05:15:00,12.47
2,2025-12-03 05:15:00,8.24
1,2025-12-03 05:30:00,17.22
2,2025-12-03 05:30:00,8.58
1,2025-12-03 05:45:00,17.66
2,2025-12-03 05:45:00,13.9
1,2025-12-03 06:00:00,15.2
2,2025-12-03 06:00:00,16.76
1,2025-12-03 06:15:00,13.11
2,2025-12-03 06:15:00,12.24
1,2025-12-03 06:30:00,8.99
2,2025-12-03 06:30:00,13.41
1,2025-12-03 06:45:00,10.6
2,2025-12-03 06:45:00,12.23
1,2025-12-03 07:00:00,16.1
2,2025-12-03 07:00:00,18.02
1,2025-12-03 07:15:00,15.1
2,2025-12-03 07:15:00,14.88
1,2025-12-03 07:30:00,18.07
2,2025-12-03 07:30:00,8.2
1,2025-12-03 07:45:00,11.03
2,2025-12-03 07:45:00,15.16
1,2025-12-03 08:00:00,14.89
2,2025-12-03 08:00:00,10.12
1,2025-12-03 08:15:00,19.69
2,2025-12-03 08:15:00,10.79
1,2025-12-03 08:30:00,18.44
2,2025-12-03 08:30:00,13.45
1,2025-12-03 08:45:00,19.79
2,2025-12-03 08:45:00,16.17
1,2025-12-03 09:00:00,16.78
2,2025-12-03 09:00:00,14.31
1,2025-12-03 09:15:00,16.31
2,2025-12-03 09:15:00,15.51
1,2025-12-03 09:30:00,19.46
2,2025-12-03 09:30:00,15.2
1,2025-12-03 09:45:00,18.04
2,2025-12-03 09:45:00,11.19
1,2025-12-03 10:00:00,12.87
2,2025-12-03 10:00:00,8.87
1,2025-12-03 10:15:00,14.25
2,2025-12-03 10:15:00,10.23
1,2025-12-03 10:30:00,17.61
2,2025-12-03 10:30:00,16.7
1,2025-12-03 10:45:00,18.19
2,2025-12-03 10:45:00,11.75
1,2025-12-03 11:00:00,10.21
2,2025-12-03 11:00:00,8.08
1,2025-12-03 11:15:00,9.61
2,2025-12-03 11:15:00,17.84
1,2025-12-03 11:30:00,16.3
2,2025-12-03 11:30:00,15.28
1,2025-12-03 11:45:00,12.15
2,2025-12-03 11:45:00,8.06
1,2025-12-03 12:00:00,14.7
2,2025-12-03 12:00:00,14.66
1,2025-12-03 12:15:00,12.15
2,2025-12-03 12:15:00,12.43
1,2025-12-03 12:30:00,18.96
2,2025-12-03 12:30:00,16.92
1,2025-12-03 12:45:00,10.5
2,2025-12-03 12:45:00,12.55
1,2025-12-03 13:00:00,8.25
2,2025-12-03 13:00:00,9.35
1,2025-12-03 13:15:00,17.22
2,2025-12-03 13:15:00,8.57
1,2025-12-03 13:30:00,8.03
2,2025-12-03 13:30:00,9.36
1,2025-12-03 13:45:00,17.69
2,2025-12-03 13:45:00,12.83
1,2025-12-03 14:00:00,19.2
2,2025-12-03 14:00:00,15.69
1,2025-12-03 14:15:00,15.81
2,2025-12-03 14:15:00,18.37
1,2025-12-03 14:30:00,14.43
2,2025-12-03 14:30:00,13.46
1,2025-12-03 14:45:00,9.63
2,2025-12-03 14:45:00,15.76
1,2025-12-03 15:00:00,18.73
2,2025-12-03 15:00:00,14.73
1,2025-12-03 15:15:00,9.09
2,2025-12-03 15:15:00,10.41
1,2025-12-03 15:30:00,13.83
2,2025-12-03 15:30:00,9.41
1,2025-12-03 15:45:00,13.72
2,2025-12-03 15:45:00,8.95
1,2025-12-03 16:00:00,15.0
2,2025-12-03 16:00:00,13.09
1,2025-12-03 16:15:00,9.81
2,2025-12-03 16:15:00,12.4
1,2025-12-03 16:30:00,17.33
2,2025-12-03 16:30:00,11.79
1,2025-12-03 16:45:00,17.88
2,2025-12-03 16:45:00,14.67
1,2025-12-03 17:00:00,17.54
2,2025-12-03 17:00:00,17.89
1,2025-12-03 17:15:00,15.02
2,2025-12-03 17:15:00,11.1
1,2025-12-03 17:30:00,19.55
2,2025-12-03 17:30:00,13.89
1,2025-12-03 17:45:00,11.21
2,2025-12-03 17:45:00,9.0
1,2025-12-03 18:00:00,17.29
2,2025-12-03 18:00:00,12.13
1,2025-12-03 18:15:00,18.39
2,2025-12-03 18:15:00,16.63
1,2025-12-03 18:30:00,8.46
2,2025-12-03 18:30:00,19.97
1,2025-12-03 18:45:00,9.12
2,2025-12-03 18:45:00,15.84
1,2025-12-03 19:00:00,12.9
2,2025-12-03 19:00:00,10.39
1,2025-12-03 19:15:00,15.5
2,2025-12-03 19:15:00,18.47
1,2025-12-03 19:30:00,18.47
2,2025-12-03 19:30:00,16.38
1,2025-12-03 19:45:00,9.26
2,2025-12-03 19:45:00,11.1
1,2025-12-03 20:00:00,14.39
2,2025-12-03 20:00:00,19.76
1,2025-12-03 20:15:00,15.91
2,2025-12-03 20:15:00,16.05
1,2025-12-03 20:30:00,12.75
2,2025-12-03 20:30:00,13.01
1,2025-12-03 20:45:00,12.52
2,2025-12-03 20:45:00,8.1
1,2025-12-03 21:00:00,11.31
2,2025-12-03 21:00:00,18.04
1,2025-12-03 21:15:00,18.69
2,2025-12-03 21:15:00,11.63
1,2025-12-03 21:30:00,15.82
2,2025-12-03 21:30:00,8.18
1,2025-12-03 21:45:00,10.42
2,2025-12-03 21:45:00,12.76
1,2025-12-03 22:00:00,9.06
2,2025-12-03 22:00:00,13.52
1,2025-12-03 22:15:00,19.3
2,2025-12-03 22:15:00,10.84
1,2025-12-03 22:30:00,8.73
2,2025-12-03 22:30:00,15.92
1,2025-12-03 22:45:00,15.05
2,2025-12-03 22:45:00,12.4
1,2025-12-03 23:00:00,13.71
2,2025-12-03 23:00:00,8.95
1,2025-12-03 23:15:00,10.33
2,2025-12-03 23:15:00,9.93
1,2025-12-03 23:30:00,19.62
2,2025-12-03 23:30:00,18.96
1,2025-12-03 23:45:00,12.41
2,2025-12-03 23:45:00,18.24
1,2025-12-04 00:00:00,19.41
2,2025-12-04 00:00:00,10.82
1,2025-12-04 00:15:00,17.33
2,2025-12-04 00:15:00,8.6
1,2025-12-04 00:30:00,14.28
2,2025-12-04 00:30:00,10.71
1,2025-12-04 00:45:00,16.53
2,2025-12-04 00:45:00,16.45
1,2025-12-04 01:00:00,18.48
2,2025-12-04 01:00:00,18.59
1,2025-12-04 01:15:00,16.47
2,2025-12-04 01:15:00,18.99
1,2025-12-04 01:30:00,17.67
2,2025-12-04 01:30:00,9.22
1,2025-12-04 01:45:00,18.28
2,2025-12-04 01:45:00,18.74
1,2025-12-04 02:00:00,13.69
2,2025-12-04 02:00:00,12.39
1,2025-12-04 02:15:00,11.36
2,2025-12-04 02:15:00,12.37
1,2025-12-04 02:30:00,10.63
2,2025-12-04 02:30:00,14.85
1,2025-12-04 02:45:00,9.94
2,2025-12-04 02:45:00,16.82
1,2025-12-04 03:00:00,14.5
2,2025-12-04 03:00:00,16.75
1,2025-12-04 03:15:00,12.52
2,2025-12-04 03:15:00,12.35
1,2025-12-04 03:30:00,8.69
2,2025-12-04 03:30:00,12.18
1,2025-12-04 03:45:00,8.81
2,2025-12-04 03:45:00,17.73
1,2025-12-04 04:00:00,16.89
2,2025-12-04 04:00:00,11.37
1,2025-12-04 04:15:00,18.13
2,2025-12-04 04:15:00,10.89
1,2025-12-04 04:30:00,13.97
2,2025-12-04 04:30:00,19.83
1,2025-12-04 04:45:00,10.32
2,2025-12-04 04:45:00,16.62
1,2025-12-04 05:00:00,13.64
2,2025-12-04 05:00:00,13.26
1,2025-12-04 05:15:00,9.44
2,2025-12-04 05:15:00,18.51
1,2025-12-04 05:30:00,18.18
2,2025-12-04 05:30:00,11.01
1,2025-12-04 05:45:00,15.9
2,2025-12-04 05:45:00,11.08
1,2025-12-04 06:00:00,13.22
2,2025-12-04 06:00:00,16.71
1,2025-12-04 06:15:00,17.26
2,2025-12-04 06:15:00,17.04
1,2025-12-04 06:30:00,8.35
2,2025-12-04 06:30:00,11.9
1,2025-12-04 06:45:00,18.85
2,2025-12-04 06:45:00,12.31
1,2025-12-04 07:00:00,13.6
2,2025-12-04 07:00:00,14.93
1,2025-12-04 07:15:00,16.61
2,2025-12-04 07:15:00,15.1
1,2025-12-04 07:30:00,18.05
2,2025-12-04 07:30:00,10.83
1,2025-12-04 07:45:00,10.4
2,2025-12-04 07:45:00,9.58
1,2025-12-04 08:00:00,18.98
2,2025-12-04 08:00:00,10.12
1,2025-12-04 08:15:00,17.52
2,2025-12-04 08:15:00,15.26
1,2025-12-04 08:30:00,13.36
2,2025-12-04 08:30:00,17.55
1,2025-12-04 08:45:00,13.21
2,2025-12-04 08:45:00,16.34
1,2025-12-04 09:00:00,9.64
2,2025-12-04 09:00:00,14.34
1,2025-12-04 09:15:00,11.0
2,2025-12-04 09:15:00,11.36
1,2025-12-04 09:30:00,16.95
2,2025-12-04 09:30:00,9.74
1,2025-12-04 09:45:00,11.43
2,2025-12-04 09:45:00,8.17
1,2025-12-04 10:00:00,16.59
2,2025-12-04 10:00:00,19.23
1,2025-12-04 10:15:00,19.29
2,2025-12-04 10:15:00,14.23
1,2025-12-04 10:30:00,12.83
2,2025-12-04 10:30:00,15.67
1,2025-12-04 10:45:00,14.57
2,2025-12-04 10:45:00,15.31
1,2025-12-04 11:00:00,9.21
2,2025-12-04 11:00:00,12.92
1,2025-12-04 11:15:00,16.72
2,2025-12-04 11:15:00,11.47
1,2025-12-04 11:30:00,19.67
2,2025-12-04 11:30:00,12.17
1,2025-12-04 11:45:00,10.65
2,2025-12-04 11:45:00,8.4
1,2025-12-04 12:00:00,12.5
2,2025-12-04 12:00:00,14.79
1,2025-12-04 12:15:00,17.08
2,2025-12-04 12:15:00,15.49
1,2025-12-04 12:30:00,8.2
2,2025-12-04 12:30:00,19.25
1,2025-12-04 12:45:00,11.57
2,2025-12-04 12:45:00,15.49
1,2025-12-04 13:00:00,15.14
2,2025-12-04 13:00:00,10.14
1,2025-12-04 13:15:00,19.65
2,2025-12-04 13:15:00,19.71
1,2025-12-04 13:30:00,14.75
2,2025-12-04 13:30:00,18.15
1,2025-12-04 13:45:00,19.92
2,2025-12-04 13:45:00,18.84
1,2025-12-04 14:00:00,13.57
2,2025-12-04 14:00:00,8.99
1,2025-12-04 14:15:00,16.0
2,2025-12-04 14:15:00,14.37
1,2025-12-04 14:30:00,12.54
2,2025-12-04 14:30:00,14.78
1,2025-12-04 14:45:00,18.83
2,2025-12-04 14:45:00,19.17
1,2025-12-04 15:00:00,11.62
2,2025-12-04 15:00:00,19.25
1,2025-12-04 15:15:00,11.81
2,2025-12-04 15:15:00,18.35
1,2025-12-04 15:30:00,15.28
2,2025-12-04 15:30:00,16.05
1,2025-12-04 15:45:00,10.64
2,2025-12-04 15:45:00,11.78
1,2025-12-04 16:00:00,14.98
2,2025-12-04 16:00:00,12.54
1,2025-12-04 16:15:00,10.04
2,2025-12-04 16:15:00,14.34
1,2025-12-04 16:30:00,10.23
2,2025-12-04 16:30:00,15.82
1,2025-12-04 16:45:00,11.48
2,2025-12-04 16:45:00,16.47
1,2025-12-04 17:00:00,19.88
2,2025-12-04 17:00:00,13.28
1,2025-12-04 17:15:00,12.42
2,2025-12-04 17:15:00,8.36
1,2025-12-04 17:30:00,18.77
2,2025-12-04 17:30:00,8.37
1,2025-12-04 17:45:00,17.65
2,2025-12-04 17:45:00,19.07
1,2025-12-04 18:00:00,18.04
2,2025-12-04 18:00:00,18.75
1,2025-12-04 18:15:00,14.52
2,2025-12-04 18:15:00,8.53
1,2025-12-04 18:30:00,17.67
2,2025-12-04 18:30:00,13.31
1,2025-12-04 18:45:00,10.59
2,2025-12-04 18:45:00,18.1
1,2025-12-04 19:00:00,10.3
2,2025-12-04 19:00:00,19.99
1,2025-12-04 19:15:00,11.32
2,2025-12-04 19:15:00,8.2
1,2025-12-04 19:30:00,10.19
2,2025-12-04 19:30:00,8.75
1,2025-12-04 19:45:00,13.38
